name,uuid
Chebkoilel Evening Light,eac5370f-09bb-49f4-a5df-21c089c9d127
ChemChemAgro,b46529d7-3664-464a-b3f3-d9312e364e28
Chemichemi Foundation,566e9657-76cd-4426-acca-b796b52f84be
Cheni Farm,3ff0e974-72f7-4abd-a700-4974520686e5
Chepalungu Apex Community Forest Association (CHEACOFA),5e30c651-6d3e-4815-b7f9-4a0742b1f853
Chepkutbei Enviromental Self Help Group,17983ef4-f5c1-4e26-9930-46b29f204a0b
Cheptengis Okilgei Group,351be52e-b47b-4235-ae40-dfb46877c267
Cheptengis Okilgei Group,694d79d8-a67e-4488-999b-8a579a5f5ac6
Cherang'any Community Forests' Association,438953c8-3f66-4eba-a0e2-a9d67e96e2b8
Cherangany Hills Conservation,7ac36b89-4f13-4086-a79d-0c4f370d0cf4
Christian Partners Development Agency (CPDA),170e30c3-7a70-4d7a-98e7-b18d63f66312
Chyullu Development Foundation,be79648a-dff4-416b-8f96-1039a474d8e9
Citizen Participation Forum (CIPAF),a790408b-a64d-40bd-acdb-1884e8d8835e
Clape Farm Consults,3295f16c-be3b-4554-aba3-78a978a94f43
Climate Change Africa Opportunities (CCAO),15c30643-d395-11ed-8014-0682e69bfbec
Climate Lens News,23530d7c-e2bf-4077-af9a-8653dc2ddf6b
Climo Agroforestry,5b6acdc7-6b7d-4fb8-9fa9-95af4703ed22
Club des Amis pour le Développement et la Paix (CADEP),cc4f826b-0c9f-47fd-9364-8a5544184ebc
Club Environnement de l'Université du Burundi,69b5d5d8-01ac-466b-8f23-9a764277cf55
Coalition Paysanne de Madagascar (CPM),fc5b2139-9b7c-4b9f-8d24-ead850e57185
COCOGRO,6b86cbbe-211f-4666-a57a-e124c9e61cf8
COFOJEK,4d5a4f0c-188f-4993-b5b8-f7a06780cc08
Collectif d'Actions des Élites pour la Recherche et le Développement Intégré (CAERDI-RDC),e01d754d-67b6-4907-b25b-b244459636fd
Collectif des Associations Humanitaires et de Développement de Fizi (CAHDEFI),2fe8229d-db81-46f7-b045-b3628139761e
Collectif Simama Congo (COSIC),49cd61bb-d225-4655-9f9f-862f19221c72
Collection des Associations et Coopératives Membres à la Fondalmu (CAMAF),8dfddbdb-f691-4647-a2e8-5162ca089360
Comité de Pilotage des Actions Humanitaires (CoPI-RDC),2afe4fec-567b-4b3f-a6b1-7f0f6ae1ac9d
Common Ground for Africa (CGA),28f5e478-cec4-4d09-9601-660549436d90
Communities of Hope,2e88e14a-6c52-478a-be52-5c1b998b0d43
Community Action for Rural Development (CARD),767da451-1551-4396-9013-1d75f799c140
Community Alliance for Change (CAC),ce5b74cd-d4c3-49fb-9a17-b6b0ab2d678c
Community Environmental Youth Project (CEYP-Project),5c3fc880-bf39-4d2d-b46b-01e0a3383fc7
Community Integrated Developme International (CIDI),9c1fb690-fc90-4686-bf6c-6d6f95f0fdf8
"Community Organization for Positive Impact, Care & Development (COPICAD)",249070dd-996a-454f-92e6-26704fdc7742
Community Ranger's Association of Congo (CAF-RDC),a689b905-2e72-405a-ac16-63a23688720e
Community Rehabilitation and Environmental Protection Programme (CREP Programme),3c975c58-7cd1-4451-95af-011cebdd69db
Community Rising Africa Network (CRANE),2bd83cbe-0288-4fe7-87fe-4ace7edc8a88
Community Socio-Environmental Organization (COSEO),3a357ee1-98b7-4b2f-a24c-e63b3e03cd6a
Confédération des Associations des Producteurs Agricoles pour le Développement (CAPAD),a02a69ab-4a6c-4eca-806d-47b1335f13cb
Congo Basin Conservation Society (CBCS),c0703e5f-8789-49bb-b220-2ec86d76db5e
Congo Biotropical Institute,04e76bcd-27fa-4c1a-806b-94542e8b3735
Congo Green Society (CONGRES),15c35103-d395-11ed-8014-0682e69bfbec
Conseil pour la Terre des Ancêtres (CTA),b5169a1e-957e-4bb5-a8d8-ff5397cab00a
Conservação Internacional do Brasil,15c2bfc7-d395-11ed-8014-0682e69bfbec
Conservation Alliance International (CA),eb063278-a1ed-4d17-9c98-89f1573200d5
Conservation for Sustainable Livelihoods-Kenya (CSL-Kenya),394ecc8a-3b6a-42c8-9ac4-54168c9cd204
Conservation International - Cambodia,15c2d197-d395-11ed-8014-0682e69bfbec
Conservation International - China,15c2c120-d395-11ed-8014-0682e69bfbec
Conservation International - Colombia,15c2c933-d395-11ed-8014-0682e69bfbec
Conservation International - Madagascar,15c2d4ad-d395-11ed-8014-0682e69bfbec
Conservation International - México,15c2c71d-d395-11ed-8014-0682e69bfbec
Conservation International - Philippines,15c2c3a9-d395-11ed-8014-0682e69bfbec
Conservation Partners Ghana,15c288ef-d395-11ed-8014-0682e69bfbec
Consolidated Processing Industries,8be1cf1f-d664-4ea8-a0cd-b7c2483ea387
Consortium de Restauration des Terres du Congo,f4c540de-7699-4132-b956-2c3cfa40b223
Consortium: Association des Ambassadors du Climat; Association du Développement Durable et de l'Environnement; Association Works and Faith Mission,615f05fa-f7bd-4445-982d-7f652521de6c
Consortium: Association Protection des Ressources Naturelles pour le Bien-Etre de la Population au Burundi (APRN/BEPB); Conservation et Communauté de Changement (3C),9d88b231-ac27-41c8-b28f-ec7a7245a867
Consortium: Eglise Anglicane du Burundi; Eglise Anglicane du Congo,2ac0da03-c53f-4ed0-9135-cb45117109ce
Consortium: Initiative des Jacobins Eleveurs pour le Développement (IJED); Mikono Ya Wajenzi (MWA),68cdfa7a-6d84-4834-bf0c-114f2298f430
Consortium: J & R Engineering and General Business; GreenGoal Rwanda,4b2a6359-095a-4b7d-92e6-fc4d96b5199f
Cooperative Agency for Research and Develooment,50a8bf5d-cedc-4b90-8512-dc58abf091b0
Coopérative Agricole de Bumba (COOPABU),2ad7bc9e-3ea7-437a-b237-6d0cd3556fe9
Coopérative Agricole pour la Commerciasation Performante des Aliments de Base (COOPABA),5aaa927f-b7ea-4107-9b7f-93066cf39656
Coopérative Agro-Vet Twitezimbere (COAVT),db987184-886e-4652-a89c-0e973410808d
Coopérative des Cafeiculteurs Tuungane (COCAT),15c310c0-d395-11ed-8014-0682e69bfbec
Coopérative des Facilitateurs Agricole de Rubavu (COFAR),761a39ff-7d54-4f06-80dd-9329a4664ea7
Coopérative des Femmes pour la Production Agroalimentaire,a1d65c4c-d446-44d1-8611-2ece8acdf9d4
Coopérative des Freres et Soeurs pour la Solidarité et le Succes (COFRSOSU),604d8dc6-0886-48e0-8774-647df88d8cb1
Coopérative des Jeunes pour la Production Agroalimentaire,bc5763f2-8426-4654-8812-6ac854dc3c94
Coopérative Dusangirikivi,8a157da7-826d-4904-b81f-a7c348b4fce5
Coopérative Paysanne de Développement (COOPADE/COOP-CA),d8381e60-7095-4fd5-8fcd-da440b45acea
Cooperative Registration Certificate,d9693162-9a15-47c7-bece-a64ff1a6f1f3
Cooperative Tezimberibikorwa Mukenyezi,34ca7f00-c4d1-4ad4-9725-cf132327ea33
Coopérative Yaga Urubere,4cf0dc37-33bd-49f7-b66a-89b4a2936593
Copperfield Agro Ventures,65e7d5b5-5786-4b30-8978-efa9c8be8f9f
Cornelius Farms,06561072-7396-4587-a11b-cf004a70f9de
COTCORI,bc17a2a9-b3ec-49f3-8ce5-adb48708db8d
COTCORI,bb53436b-2a4d-41d5-ac95-6a2a3e8ad319
Coupon Investments,a1aeb2a8-f208-4831-8380-a251c634b3be
Crammerrao Global Enterprise,8346bbd6-fe69-4959-b61f-5a3e4c563e23
Cranes Conservation Volunteers,bc75b940-4880-40bc-b4c2-a827703b1fda
Crimas,9c2e411c-bc86-4edc-abb9-094230d18682
Crofts,67838f03-c8a5-40b6-b7b7-32106d313843
Croix-Rouge du Burundi,635cfda5-1c6b-4d92-8bc0-8f0feb8a08cb
CropLife Ghana,c3373593-5de4-4bd4-aa6e-6147e6fdfadf
Crown Line Enterprise,b54c6b0d-59be-4be2-b725-e27a7027a1d9
Crystals Innovations,46493414-4e33-435a-af7b-9b02f4df7abe
CultivaHub,4538d783-f2f4-4f7e-9c15-3d5c47d1b39e
Daalad Women Group,fad11b9a-d5ce-454d-8960-7080fad4b7d0
Daben Wa Miti Enterprise (DWM),9a195195-3bde-4357-80ca-13758e6ff228
Dairy Enterprise,b89668d8-4963-48dc-9a66-16b180fcd487
Danso Farms,96b8a683-eded-4287-846f-0218ba694879
Darren Hart Foundation,c04f6f7d-64c4-4213-87d1-172c16a3525f
DAVET,81e7f670-5567-4365-ae52-8ad70a1b283e
De la Calexo Africa,8f75205d-8ebf-4b89-87eb-5137b23b6de8
Dea's Gardens,2223ceed-8215-41b5-b133-4092a2d44a55
Dece Agro and Farms,8f7147ff-0d4d-4ca6-a98f-1d57b1d7d15d
Défenseurs des Horizons Environnementaux,76abd400-f8b4-47af-80f2-78e1dee9fb25
Depaah Farms,995d9d20-5a35-47ff-9e88-f78f54881bae
Development Action Devolved Regeneration Group (DADREG),4f4acbb4-ae85-4d02-a0ee-326f9248d8e2
Development for African People (DAP-RDC),defb7793-34f4-465b-8d21-c6737356cf64
Development Organization for Peoples Empowerment,8d3f7f2b-9c69-4c86-a5b0-7ef6be2c4141
Development Partners Organization,02c670af-31a5-4bbc-b8af-2790f860c54d
Development Response - Kenya (DREK),15c2e347-d395-11ed-8014-0682e69bfbec
Devoted for Charity,9b0c8c43-a261-4e8d-aa21-a6476bcc8760
Diaconia Burundi Association,928e5d7b-5cb8-4aaa-a2a5-c4ececa70d00
DigitAgric Integrated,49fc440f-e205-40df-9835-22f23c1631fd
Dinagde Magaris Small Scale Enterprise,9f3b7e83-f81a-4c39-93fe-7d4e38ef8712
Diongue Global Business,5e9a626c-0057-46bc-af6d-aab90e38acda
Dispark Ghana,b6bf7c72-3a51-4e08-839e-5a0b91646580
Diversa.Bio,a993d527-014a-434a-b35e-11f0c77c6260
Divine Bamboo Group,15c2ff82-d395-11ed-8014-0682e69bfbec
Divine Servers Company,3c824065-fa86-44a7-9f13-ba260bcb3e9c
Dorset Farms,4747f246-407b-4880-81ec-e6e9f5afad55
Dorthnoch,c3ed6789-c0c6-416d-bfb4-04ea02aa53a7
Double Three Four,b93793a6-f047-4bf0-ab10-c452e740f972
Dovetail Enterprises,f89a35f3-7439-42d7-ad8d-5d2f6e7e3aae
Dream Bees Africa,11830577-ad7a-4767-8d1d-28e447d5650f
Dream Team Agro Consultancy,a7276d2b-f5a4-474c-a9e9-e8d03334497f
Drylands Natural Resources Centre (DNRC),15c2eecf-d395-11ed-8014-0682e69bfbec
Dufatanye Organization,15c22094-d395-11ed-8014-0682e69bfbec
Dukorere Hamwe Umunwa Wose Uronke Ic'ufungura (DUHUWU),cb002c5b-0985-4c0a-a4f5-49a9ab6104d8
Dukpketor Cocoa Farming,0bb89cd6-0412-404e-96bb-79ebd732fb39
Duma Ventures,da0028c2-c975-40d8-83b6-4a89317a876b
Dupoto-E-Maa ' Olkejuado Pastoralits Development Organization',983ca058-f47f-4fd2-b9c2-2baa590ad9bd
Durrell Wildlife Conservation Trust,15c2fc05-d395-11ed-8014-0682e69bfbec
Dynamic Vision Foundation (DVF),a2868d21-d2eb-4f5a-849b-69aeb1fa3f55
Dynamique Actions pour la Solidarité et le Développement (DASoD),7b55120d-d169-4538-99c4-9de936391313
Dynamique des Femmes Engagees pour un Environnement Sain et Durable (DYFED),96c82e90-09ca-46fb-a8b1-def8f552d439
Dynamique des Jeunes pour la Protection de l'Environnement et Développement Durable (DJPE),9a1a4682-e8e0-46bf-a4ae-4917e2cab5ee
Dynamique Paysanne Feminine (DPF),16641649-de86-4901-b2da-a1e799abacd7
Dynamique Umoja pour le Développement (DUD),56a5d118-d8c3-4b27-9bd4-d1e132164a33
E-Group,6cc7558f-6166-4dac-b871-15417dde129a
E.Nine Solutions (E.9),a3eb06f0-095e-4c23-a565-caa55e0160b6
E3D - Niger,15c3220a-d395-11ed-8014-0682e69bfbec
Earth Regenerative Project Sierra Leone (EARP-SL),3276b0c4-2a53-43de-92c7-e6078533779e
EarthLungs Reforestation Foundation,b7d1bb5f-5974-4091-9ad1-e5739dfc7091
Earthworm Foundation,778d692d-f2be-4cda-abe8-867815faac69
Eastern Africa Farmers Federation (EAFF),31b49261-a936-4c9f-b83c-764937a41567
Easytech Farm Solutions,c341b171-294b-417d-a37e-c41127fed655
Eburru Rafiki,bcaa0ff9-0efc-4f21-befb-6e3a6e836395
Eco Bio Fertilizer,835ef680-36a6-4227-bc76-f3eb63b07781
Eco Green Initiative (EGI),e57d2d5a-752a-4cb2-8b84-3e98c3ee2a66
Eco-Agribusiness,44287fe3-346a-4663-a7bf-64dcc114d7be
Eco-Restoration and Wildlife Rehab Centre,d3e2e074-b19a-40fc-b0ee-57e48e9ae7c5
Eco2librium Company (ECO2),b10a46c6-bf2f-44d7-b22d-ef37faed7344
Ecobloom Nurseries (Ilkapianga Investment),4f09a673-8cd8-4436-8112-42ec52939ec1
EcoCare Ghana,15c33908-d395-11ed-8014-0682e69bfbec
EcoFix - Kenya (EFK),15c300e5-d395-11ed-8014-0682e69bfbec
Ecogreen Seedlings,ba0de7ff-5ab1-401b-b647-6ddc9bfc883a
Ecological Nest,f7cd3bb1-f617-479b-9cb8-52bde7837148
Ecologie,15c2a56f-d395-11ed-8014-0682e69bfbec
Ecomilk Technologies,a2c3e025-4318-4870-8106-d32200089117
Ecospark Solutions,c1e343e3-e3a8-4d39-945c-c029c3c6ce1d
Ecosystem and Social Economic Development Organization (ESEDO),69154927-3239-4f90-9e69-6376876eb394
Ecosystem and Social Economic Development Organization (ESEDO),99b3bcd0-be95-4aca-b118-521c40355a7f
Ecosystems and Conservation Services (ECOSERVE),ef8033bb-2f7a-4d64-8fd0-bddc9d760c07
Ecowings Solutions,1175a499-a972-49d7-a9d3-3f8e5da479e7
Eden Ecotech Global,2bfb822a-a3e5-4cb9-8c43-ac829d2b47d0
Eden Environmental Association,285ef5f0-04e4-459c-b8c0-677c8876f2b6
Eden Reforestation Projects,15c14b85-d395-11ed-8014-0682e69bfbec
"Education, Environnement et Développement Durable (EEDD)",15c2e4e4-d395-11ed-8014-0682e69bfbec
Effective Ipm Association (EIPMA),0b17f069-c10a-48b5-9499-b8d1e76c6413
Egems Farms,f9849210-6fad-48eb-986f-563f8cc3181e
Egerton University,9056fd7b-d38b-4ce6-bec2-333bfc1871cf
Ekagri,0f47db89-a923-4b55-b174-68df2bfacb6d
Ekhaya Wormery,a3062eac-72d5-48e5-9b72-b91d3d0d4f40
Elau's-Bios Services,2a54019e-3a0d-4072-b44f-ebc441e81662
"Élevage et Agriculture dans les Groupements de Lubona, Mushinga et Irongo",c9a43340-4072-4c7d-b128-4bfb11025242
Elite Green Growers,db692bcc-85cc-4fe4-bd19-cb48f2d98818
Emergence Sante Plus,136ed1c3-69a6-4cf3-9b5e-96a4d8631902
Emerging Leaders Foundation (ELF-Africa),224049aa-d4a5-4529-97e7-dede86a7c163
Emfed Farms and Trading Company,fc890a94-b905-4e1a-9bc1-f8385197aacf
Emirates Nature - WWF,15c2c7cb-d395-11ed-8014-0682e69bfbec
Emmat Agrofarm,b13d43bb-063d-45ff-8c3e-44a973cbfcf8
Emmeh Farms,8ecd5ff7-bb7b-4e4e-a3bd-ef72e280192e
Emmtech Enterprise,303a97f2-377b-4272-a1a1-6ddf42f98c89
Empire Innovations Kibarani Ventures,1b3c4daa-7e5a-4638-a93c-df37baeca52c
Empiris Maa Go-Green,bdc4c744-2339-4de1-817a-8f3305b86d34
Empower and Serve Kenya,4f6bd4f4-c351-43af-95ed-6f199a40b163
Empowerment to Create Change Across Boundaries,4459e3ef-0b96-4fc8-b1e6-3c5a1b8d0866
Empreintes Agro Ecologiques,6e231b66-496c-41ed-a4a6-0cd5d896d0ba
Endao Water Resource Users Association (Endao WRUA),791cd479-2ca4-4e34-96cc-8a63fd426cf9
Endorois Welfare Council (EWC),7d3378f0-b193-4fb0-96eb-97e4d6cd6412
Endorois Women (EWCBO),36bcd4ea-2977-4b70-9efe-f9bb4a01d054
Enduata Emaa,7184431f-e223-4940-9fca-3e6e62f2c03c
Ensemble nous Forts pour Idjwi (EFI),531db1c3-050e-4ff4-b6e3-7c37d949ccc8
Ensemble pour l'Environnement,183a0e35-551f-4a76-8a08-94a88bf6bdd7
Ensemble pour Transformer nos Droits en Réalité (ETDR),d6f074d6-ecdf-4748-9369-2261acd99997
Enterprise Coast Ghana,cd2db770-e47c-4ce6-9dbe-71ed66dbf292
Entrepreneurs sans Frontières (ESF),8f574528-d958-409e-a3ee-edf80320e2cf
Entreprise Apicole du Burundi (ENABU-Miel),a73d1cc8-4a1d-4eba-99f5-3f5beb5f7767
Entreprise Binta224,63e00c05-459e-4160-addf-d5ef81191988
Entreprise d'Appui au Développement Integre (ENADI),9ea0cdb0-79a5-4d58-aabb-0784c6ac6f22
Entreprise Multiservices,fc1febfc-dc7c-4468-8ac1-d1ba59ff40d9
Entreprise Toure Mamadou Ndong,580bd72a-ade8-4e87-95ac-c7e6728b8fd1
Environcare Media Services,95eb36c0-a336-4ee1-9f10-917d31c66656
Environment and Agroforestry Foundation (EAF),6a86798e-9bb9-4c4e-814b-e23bda869a9b
Environment and Coffee Forest Forum (ECFF),15c1d8c1-d395-11ed-8014-0682e69bfbec
Environment and Forestry Enterprise Company (EFECO),c807a1d7-e6bc-4374-a38b-aca4183fc202
Environment Conservation Society-Kassala,6a14de32-8863-459a-99a1-64dc8b573253
Environmental Buddies - Togo,473ce4d8-beba-465c-9105-af2c77932927
Environmental Conservation and Management Foundation (ECOMAF-Ghana),88f3c62c-f92d-462d-ab40-6e8cfd54e841
Environmental Conservation Trust of Uganda (ECOTRUST),15c3299c-d395-11ed-8014-0682e69bfbec
Environmental Forum for Action (ENFORAC),15c275c8-d395-11ed-8014-0682e69bfbec
Environmental Foundation for Africa - Sierra Leone (EFA-Sierra Leone),15c30874-d395-11ed-8014-0682e69bfbec
Environmental Impact Assessors,acb1afa6-4dae-4d3c-bf9c-c472aac8bf72
"Environmental Protection, Agriculture and Land Surveying Company (EPALSCO)",f9efeb2c-2751-4031-9f6b-f4b25f3e0d0e
"Environmental Protection, Construction and General Services (EPECOTGE)",f8b67cf2-1173-43f7-a762-d4ac2c5a5983
Environnement sans Frontières (ESF),d9143a09-3780-488e-8743-464eb9b0e2ec
Epices du Kivu,470cb921-3d34-4c48-a3d7-fda935f0747f
Equatorial Planet Exporters,8553e055-fa00-4989-b876-716c7439973b
Equittel,2646533a-77a1-485c-b871-7ef44cf07446
Eshragat Organization for Development and Women's Empowerment (EOD),c65f63c4-030e-4e10-8f60-aaf1de423192
ESIGO,a7f868df-28c5-45bf-a5fe-9191b12dbfb7
Espoir pour Tous,15c17cf8-d395-11ed-8014-0682e69bfbec
Esther Wangui Mwangi,af3cbf27-1b0d-404b-9398-afb747ca80f7
Établissement Buchire,e94e9b64-5029-4585-935c-22a2cc9e852a
Établissement Byakasha,cbd3c3d0-7228-4bba-bcc7-21d70e0d4cc9
Établissement Maison la Légumière,a04eea7f-2c1e-4e3f-9058-dbdebc64c73a
Établissements Kivu Agro Bio,b6907856-e599-4b79-9aaa-79eb9804acef
Ethiopian Forest Development (EFD),fa6ee809-e70d-4d70-acc7-8deb8e9825f8
ETS JB Consult and Advisory,e6222ae0-5830-4bcf-9cb3-b926c8f074d8
ETS Mizinzi et Freres,7dfa2e13-9fb4-48bf-8593-6b55aac0855d
ETS Tomaki,3fe18a1e-c9d3-435d-85a1-95861b94d9fa
Evelyn Farms,c06968fb-4bd1-4d72-bb12-9987ae90fb97
Everest Enterprise,aebebf78-b684-4d17-87f1-6d40e4073914
Evidence Enterprises Nigeria,f9666393-4d4d-42d2-8002-d36b835e87af
Ewurade Naye Bioh Farms Company,3b3ff8a7-2605-43f5-8360-13a8ea4b4e0a
Excelsa Forestry Renewables Ghana,c15bc435-50af-42e1-b777-d535791ef696
Exotic EPZ,15c32e2e-d395-11ed-8014-0682e69bfbec
Expertise-Environnement,7cf6b12f-cf08-4053-b539-01b382e2431d
Exportiva Farm,eef2107a-77bd-4952-b02b-3860f0a97468
F & M Company,16f017a2-5c94-4cb2-8cd1-96b568f53adf
F Paul Farm,916179ee-df5b-4d01-b439-f1b664693f76
Fabuwi,bb03bf20-af1c-4d6e-9284-76deb0961065
Fair Trade Enterprises,c78e72cf-b5e0-434a-a638-22c9e50af216
FairChain Kenya,743b9172-9e7a-4989-82b2-07c6eeeb4c56
Fairtree.org,15c30413-d395-11ed-8014-0682e69bfbec
Faja Lobi,15c1e6e9-d395-11ed-8014-0682e69bfbec
FAM Moringa,48e50b75-1096-4bbf-8430-26295ecb6188
Family Green Corporation (FGC),15c25d39-d395-11ed-8014-0682e69bfbec
Fanteakwa District CCP Cooperative Cocoa Farmers and Marketing,d64b746c-6ce6-4162-adca-acc744e6b2d4
Farm 19 a Cooperative,7415d8d3-18c8-4349-a6f1-8fffe0095da0
Farm 360,7c103a6e-0b08-4837-9956-cf6cbc2e9831
Farm Forestry Smallholder Producers Association of Kenya (FF-SPAK),a50f7eaf-11a8-4bff-85c1-01d54a7beb1c
Farm with Bisase Africa,9cbf2675-c876-405d-9ab9-9d8b91a87d5e
Farmdoc Technologies,204961db-15fa-45a5-8953-c4e9b67306b0
Farmer's Life East Africa,e31437d1-2be8-4825-9c3c-91c4fa25c592
Farming Communities Company (FCCL),6dbbf6ca-ac37-4462-88d1-0c6c82b30ec5
Farming Systems Kenya (FSK),b3903740-861c-40a5-b796-8615a2039e3f
Farmlife Health Services,9ed668a0-a973-4157-9de7-441316ab58cb
Farms,9b22a5c5-6d90-4194-a49e-b2946e492bf9
Faso Fish Consulting,404edbe1-2e86-4b63-818c-231a6786d5a9
Fay International,a7390402-1dbd-47a3-b397-4626d3f96ab1
FDINDA,71aeb355-271b-4c4e-b821-6a20a363d9f6
Federación de Cooperativa de las Verapaces,15c1ea1d-d395-11ed-8014-0682e69bfbec
"Federal University of Agriculture, Abeokuta",15c25a65-d395-11ed-8014-0682e69bfbec
Fédération d'Exploitant Miniers Artisanaux au Congo,e1ec8004-c393-4661-bdc1-3dd4e11e339c
Fédération Nationale des Unions Coopératives de Pêche du Togo (FENUCOOPETO),0000ea42-77e5-4216-ba97-449188880f7c
Federation of Helping Hands Organisation,72368362-adb4-4ef6-8ee7-b047ad596d94
Feedback to the Future (FttF),bfbc6d8d-6419-4b6a-ab03-7645c395e8f2
Fellows in Development (FIND),fa7d70aa-b0e8-4fc1-8a32-96766e326853
Femcrystal Resources,f17f515d-fa1e-4847-af73-e7b6f04c0ed8
FemFarmLife Company,a3576ca0-d1ec-4b3a-956e-26658731662f
Femme Volontaire Debout pour le Développement Durable (LOLONOU/FVDD),b1b9cfba-6692-4c76-bdbe-f3e3f0ea6a96
Femmes Unies pour la Promotion Agricole et Sociale (FEUPAS),b0b4221b-7c0d-4a41-bae9-8530fe263249
Ferme Agroécologique pour une Souveraineté Alimentaire Maintenant (SCOOPS FASAM TERRE VERTE),512803f2-3819-48ff-8fac-95a42a9483bb
Fertilisav,8f9315d3-c838-4903-a83a-4dfa5a1eb763
First Fruits Company,ad58f0c3-51da-43bd-9906-fc77c92d9632
First Opal Foods,2105c5bc-d27d-4d08-889c-ab6a249cfe4c
Flamingo Lakes Conservation Network (FlamingoNet),35799573-7ef9-4505-98ee-845fd381846f
Florestal Do Norte,1797b4c9-dc88-4c7b-bcb4-9c01463da1dc
Fodjour Farms,6cb00b7a-1bad-4cc8-98ea-428ccf37a7fa
Fomaxdan Farms,7e8c63b7-e7f5-4f64-88a8-c9ca8cd495e3
Fondation Multisectorielle pour l'Intensification de la Nature Verte et Agroforesterie (FOMINA),c9a8813f-e672-412e-a4fe-d807e85ce6dc
Fondation Multisectorielle pour l'Intensification de la Nature Verte et Agroforesterie (FOMINA),b0cf386e-8e5b-475a-a822-cade349d8074
Fondation Stamm,798a5f6a-083f-47c7-b3d0-3a8c3ec02db3
Fonds de Renforcement des Activités d'Autonomisation des Femmes (FORAF),15c295b3-d395-11ed-8014-0682e69bfbec
Food and Livestock Initiative (FLI),380b242d-6620-4bff-81e6-a29add3ba697
Food Bundles,851c1be7-a1c0-4b4b-b565-92504947321b
Food Security Consortium - Kenya,b955bb3b-a217-4363-994c-bfd81ae133fe
Forest Action Network (FAN),e2e30ba0-5ccf-47ed-9bfc-4164f19f45a3
Forest and Agroforestry Promoters (FAP),15c30580-d395-11ed-8014-0682e69bfbec
Forest of Honey Burundi,f8b54230-1c7c-40d8-adb5-f8278a4e534a
Forest of Hope Association (FHA),3fbb5726-4c77-48b2-90a3-6c34eaf864e1
ForestFoods,707dd492-f313-4e24-b304-c91a6f2f9eac
Forestry & Citrus Research (FACIR),6821c50c-d369-41ab-b9a1-4545ca048126
Forum des Amis de Développement et la Protection de l'Environnement (FADPE),e1bef22f-2c80-4ef0-8b4b-c0dd8e66e686
Foundation for Development Organization (FODEO),81625cda-69ae-43d2-9328-f9ade9b608e3
Foundation for Empowerment and Entrepreneurship Program-Tamale,3c40bc13-cba8-44c8-b01a-d15ddf20e26a
Foyer d'Enfant + Femme,3680b7fa-d196-4a0c-be4a-233c4f61d5a3
Foyertech - Niger,ad6aa22a-37c6-4e4d-b20d-5b116cc442e5
Franson Venture,ba317c32-d80c-4bea-b938-ab3cd1cf7b4e
Fraternite Coeur sans Frontieres (CSF),344ee0c1-2771-45b4-8841-9a191992d461
Freedma Services,13a25091-0b41-4154-967e-4535651b8ddc
Freshpack Technologies,87464354-429b-4475-9c43-772073a71728
Freshplus,fa1eb571-d9e2-4932-a2f6-03291dff9836
Friends of Environment and Social Development (FESD),3b2daedf-67ce-454f-8b42-868933cac426
Friends of Kinangop Plateau for Biodiversity Conservation (FOKP),c4502c7d-6369-4c7e-9ea8-d348f11fe6db
Friends of Peace and Development Organization (FPDO),3222b0af-09d4-4fa1-9f59-995b6a4e249d
Friends of the Earth - Ghana,cf9f4bd1-2e5b-476f-8b01-89abbbbd5763
Friends of the Earth - Sierra Leone,bdaa473e-5167-4db6-b800-b0990e7ee230
Friends of Usambara Society (FOU),15c24efc-d395-11ed-8014-0682e69bfbec
Friends of Usambara Society (FOU),b067fd63-a3be-46e7-86bb-26de8dd85b2b
Frontier Friends on Environment (FFOE),52afa776-8604-4d5e-a1c9-2995b8246077
Fruits et Légumes d'Afrique (FLAS),15c2864d-d395-11ed-8014-0682e69bfbec
Fruity Schools Africa,15c2b0cc-d395-11ed-8014-0682e69bfbec
Fuata Nyuki Investments,80298661-4a1d-402c-b4e1-22f5875ce6dd
FutuX Agri-Consult,b93edd0e-21ed-46b6-9c67-fbcb1d59cd2d
G-Prude Enterprise,75aa8294-834e-42d2-a05f-12120ac6a311
GaiaCare,03f54e9d-3e9e-4032-8fa4-076d712cb99d
Gakombe Farm and Training Center,e85fa936-4603-4b45-a89d-825ce6dd4ec7
GanaFert,7d2e023c-7aee-4c1d-b541-dc6ab41c8958
Garissa Million Trees,0d725608-9fc0-42f7-9e2e-c176c01ee53d
Gathoni Park Farm,7c5eda85-9460-42f9-8b22-0fddd6afd4af
GBSL,c8331e28-bd78-4968-81b1-6de88a04cda5
Gemehaam Bees,2f34f61e-e63d-4a5b-bf9f-c2b39696c4d1
Gender Base Violence Advocacy and Youth Development,def27eeb-df38-47be-b1be-6c8ed27798e1
Génération Épanouie (GEP),4e497b4e-ba3c-4627-a44f-9b34eb7f4757
Geo-Resource and Conservation Agriculture (GEORECA),548e12a6-5ece-48b4-b62b-0445566eb028
Geomax Farm,b73cd242-ddf3-43f8-b544-7e96b482015d
George Farms,1af4352e-0991-49dc-937d-7946efe2df92
Georgian Compassion Women Project,08311fd2-eac4-4cfc-a571-43de49797d96
Germark Holdings,15c2f9cf-d395-11ed-8014-0682e69bfbec
Geste Humanitaire,5e3085f7-a7db-456c-9579-9e36f7240299
Get Involved Value Everyone (GIVE),9c6a7db6-231c-41f7-b46c-6a5fba8b72cb
